a	art. 一（个）；每一（个）
normal	adj. 正常的， 平常的； 正规的， 规范的
normally	adv. 通常； 正常地
north	n. 北，北方 adj. 北方的
northeast	n. 东北 adj. 位于东北的
northern	adj. 北方的，北部的
northwest	n. 西北 adj. 位于西北的
nose	n. 鼻子
not	adv. 不，没有
note	n. 笔记；便条；注释
notebook	n. 笔记本，期票簿
nothing	n. 没有东西 adv. 毫不
notice	v. 注意 n. 注意；通知
noticeable	adj. 显而易见的
notify	vt. 通知， 告知， 报告
notion	n. 概念， 观念； 意图， 想法， 念头
noun	n. 名词
nourish	vt. 提供养分， 养育
novel	n. 小说 adj. 新的
November	n. 十一月
now	adv. 现在；立刻
nowadays	adv. 现今，现在
nowhere	adv. 任何地方都不
nuclear	adj. 核子的， 核能的， 核武器的； 核心的
nucleus	n. 核，（原子）核；核心
nuisance	n. 讨厌的人（东西）
number	n. 数，数字；号码
numerous	adj. 为数众多的；许多
nurse	n. 护士；保姆 v. 看护
nursery	n. 托儿所， 保育室； 苗圃
nut	n. 坚果，干果；螺母
nutritious	adj. 营养的
nylon	n. 尼龙，耐纶
oak	n. 栎属植物；栎木，橡木
oar	n. 浆，橹
obey	v. 顺从， 服从
object	vi. 反对， 不赞成 n. 实物， 物体； 目的， 目标； 对象， 客体； 宾语
objection	n. 反对， 异议； 反对的理由
objective	adj. 客观的， 无偏见的 n. 目标，目的
obligation	n. 义务， 责任
oblige	vt. 迫使； 施恩于， 帮…的忙； 使感激
observation	n. 注意， 观察； 言论， 评论； 观察资料
observe	vt. 注意到， 观察； 评说； 遵守
observer	n. 观察员， 观察者
obstacle	n. 障碍， 障碍物， 妨碍
obtain	v. 获得； 通用， 流行； 存在
obvious	adj. 明显的，显而易见的
obviously	adv. 明显地，显然地
occasion	n. 场合，时刻；重大活动；时机；起因 vt. 引起
occasional	adj. 偶尔的， 间或发生的
occasionally	adv. 偶然；非经常地
occupation	n. 占领， 占据； 职业； 从事的活动， 消遣
occupy	vt. 占领， 占， 占有
occur	vi. 发生， 出现， 存在； 被想起， 被想到
occurrence	n. 发生， 出现； 发生的事件
ocean	n. 海洋；洋
Oceania	n. 大洋洲
October	n. 十月
odd	adj. 奇特的； 临时的； 奇数的； 单只的； 剩余的， 挂零的
odour	n. 气味，味道
of	prep. …的；由于
off	adv. （离）开；（停）止
offend	vt. 冒犯， 伤害…的感情； 使厌恶； 违反
offense	n. 犯规， 违法行为； 冒犯， 得罪
offensive	adj. 冒犯的，无礼的；进攻的，攻击性的 n. 进攻， 攻势
offer	v. 提供；提出 n. 提供
office	n. 办公室；处，局，社
officer	n. 官员；干事；军官
official	adj. 官员的；官方的，正式的 n. 官员， 行政人员， 高级人员
often	adv. 经常，常常
oh	int. 嗬，哦，唉呀
oil	n. 油；石油 v. 加油于
okay	convention. 对，好
old	adj. 老的；…岁的
omit	v. 省略，省去；遗漏
on	prep. 在…上
once	adv. 一次；曾经
one	num. 一 pron. 一个人
oneself	pron. 自己；亲自
onion	n. 洋葱； 洋葱类植物
only	adv. 只，仅仅 adj. 唯一的
onto	prep. 到…上
open	adj. 开的；开放的 v. 开
opening	adj. 开首的，开始的 n. 口子， 洞， 孔； 开始； 空缺
opera	n. 歌剧
operate	v. 操作；施行手术
operation	n. 手术；操作；运算
operational	adj. 运转的； 可使用的； 操作上的
operator	n. 操作人员； 话务员， 报务员
opinion	n. 意见，看法，主张
opponent	n. 对手， 敌手， 对抗者
opportunity	n. 机会， 良机
oppose	vt. 反对； 反抗
opposite	adj. 对面的 n. 对立物
oppress	v. 压迫，压制；压抑
optical	adj. 眼的， 光学的， 视觉的
optimistic	adj. 乐观的， 乐观主义的
option	n. 选择， 选择权， 选择自由； 选择的事物或人， 选课
optional	adj. 可以任意选择的
or	conj. 或，或者；即
oral	adj. 口头的； 口的
orange	n. 橙（树）；柑（树）
orbit	n. 轨道 vt. 做轨道运行
orchestra	n. 管弦乐队
order	n. 次序；整齐 v. 命令
orderly	adj. 整洁的； 有秩序的
ordinary	adj. 平常的；平凡的
ore	n. 矿，矿石，矿砂
organ	n. 器官； 机构； 管风琴； 新闻媒介
organic	adj. 有机体的， 有机物的
organism	n. 生物， 有机体； 机体， 有机组织
organization	n. 组织， 团体， 机构
organize	vt. 组织， 把…编组； 使有条理
oriental	adj. 东方的；东方国家的
origin	n. 起源， 起因； 出身， 血统
original	adj. 最初的；新颖的；原版的 n. 原件， 原作
originate	v. 开始
ornament	n. 装饰物；装饰
orphan	n. 孤儿
other	adj. 另外的；其余的
otherwise	adv. 否则；要不然
ought	modal. 应当，应该
ounce	n. 盎司，英两
our	pron. 我们的
ours	pron. 我们的
ourselves	pron. 我们自己
out	adv. 出，在外；现出来
outcome	n. 结果，后果，成果
outdoor	adj. 户外的，室外的
outdoors	adv. 在户外，在野外
outer	adj. 外面的， 外层的
outgoing	adj. 开朗的；外向的；外出的
outlet	n. 出口， 出路； 发泄途径
outline	n. 提纲，要点；外形，略图 vt. 概述； 描…外形
outlook	n. 观点， 看法； 展望， 前景
output	n. 产量；输出；输出功率 vt. 输出
outset	n. 开始， 开端
outside	adj. 外部的 prep. 在…的外面； 向…的外面； 除…以外 n. 外部，外表
outskirt	n. 外边，郊区
outstanding	adj. 突出的， 杰出的； 未解决的； 未偿付的
outward	adj. 外面的； 外表的； 向外的
outwards	adv. 向外，往海外
oval	adj. 椭圆形的 n. 椭圆形
oven	n. 炉，灶；烘箱
over	prep. 在…上方；超过
overall	adj. 全面的， 总体的， 全部的
overcharge	v. 向……多收费
overcoat	n. 外衣，大衣
overcome	vt. 战胜， 克服； 压倒， 使受不了
overestimate	v. 对（数量）估计过高
overflow	v. 溢出，淹没
overhead	adv. 在头顶上 adj. 在头顶上的，架空的 n. 经常费用， 管理费用
overload	n. 负担太重
overlook	vt. 忽视； 宽恕； 俯瞰
overnight	adv. 整夜， 通宵； 一夜间， 突然 adj. 一整夜的； 一夜间的， 突然的
overseas	adv. 在海外 adj. 在海外的
overstate	v. 夸张，夸大
overtake	vt. 追上， 超过； 突然降临于， 意外地碰上
overtime	n. 加班；加班的时间
overweight	adj. 超重的
overwhelm	v. 压倒，战胜
overwhelming	adj. 压倒性的
owe	vt. 欠； 应把…归功于； 感激， 感恩
owing	adj. 应付的， 未付的
owl	n. 猫头鹰，枭
own	adj. 自己的 v. 有，拥有
owner	n. 物主， 所有人
ownership	n. 所有（权），所有制
ox	n. 阉牛；牛；公牛
oxygen	n. 氧， 氧气
pace	vi. 踱步 n. 步，步速；速度；节奏
pacific	adj. 和平的 n. 太平洋
pack	vt. 捆扎，把…打包；使挤在一起，塞满 n. 包， 小盒
package	n. 包裹，包装；一揽子交易 vt. 把…打包； 包装
packet	n. 小包（裹），小捆
pad	n. 垫，衬垫；便笺本；发射台，直升机起落场 vt. 填塞
page	n. 页
pain	n. 痛，疼痛；辛苦
painful	adj. 疼痛的， 引起疼痛的； 困难的； 令人不快的
paint	v. （给…）上油漆；画，绘画
painter	n. 画家，绘画者；漆工
painting	n. 油画；绘画；着色
pair	n. 一对 v. 成对，配对
palace	n. 宫，宫殿
pale	adj. 苍白的；浅的
palm	n. 手掌， 掌状物； 棕榈树
pan	n. 平底锅；烤盘
panel	n. 专门小组； 面， 板； 控制板， 仪表盘
panic	v. 恐慌， 惊慌失措 n. 恐慌，惊慌，慌乱
pants	n. 长裤， 便裤； 内裤
paper	n. 纸；官方文件；文章
parade	v. 游行， 列队前进； 招摇而行 n. 游行；检阅
paradox	n. 悖论；自相矛盾
paragraph	n. （文章的）段，节
parallel	adj. 平行的；类似的；并列的，并联的 n. 可相比拟的事物；相似处；平行线，平行面；纬线 vt. 与…平行； 与…相似， 与…相当， 比得上
parcel	n. 包裹，小包，邮包 vt. 分， 分配； 把…包起来， 捆扎
pardon	n. 原谅；赦免 v. 原谅
parent	n. 父亲，母亲，双亲
park	n. 公园；停车场
parliament	n. 议会， 国会
part	n. 一部分；零件
partial	adj. 部分的； 不公平的； 偏爱的， 偏袒的
participate	vi. 参与， 参加； 分享
particle	n. 粒子， 微粒； 小品词， 语助词
particular	adj. 特别的，特指的；讲究的；挑剔的，吹毛求疵的
particularly	adv. 特别，尤其，格外
partly	adv. 部分地，不完全地
partner	vi. 做…的搭档 n. 伙伴，合伙人，搭档，配偶
party	n. 聚会；党，党派
pass	v. 经过；通过；度过
passage	n. 通路，通道；通过
passenger	n. 乘客，旅客
passion	n. 强烈的情感，激情；强烈的爱好，热爱
passionate	adj. 热情的
passive	adj. 被动的， 消极的
passively	adv. 消极地
passport	n. 护照
past	adj. 过去的 n. 过去
paste	n. 糊，糨糊 vt. 粘， 贴
pat	adj. 非常恰当的， 适时的 n. 轻拍
patch	n. 补丁；斑，与周围不同的部分；一小块地 vt. 补， 修补
path	n. 路，小道；道路
patience	n. 忍耐，容忍，耐心
patient	adj. 忍耐的，有耐心的 n. 病人
patiently	adv. 耐心地
pattern	n. 型，式样，模型 vt. 仿制， 使照…样子
pause	n. 中止，暂停 v. 中止，暂停
paw	v. 用爪子抓， 用蹄扒； 翻找 n. 爪子
pay	v. 支付；付给；给予
payment	n. 支付， 支付的款项
pea	n. 豌豆；豌豆属植物
peace	n. 和平；平静；和睦
peaceful	adj. 平静的；和平的
peach	n. 桃子，桃树
peak	vi. 达到高峰， 达到最大值 adj. 最大值的，高峰的 n. 山顶，顶点
pear	n. 梨子，梨树
peasant	n. 农民
peculiar	adj. 奇怪的， 古怪的； 特有的
peer	vi. 仔细看， 费力地看 n. 同龄人，同等地位的人；贵族
pen	n. 钢笔，自来水笔
penalty	n. 处罚， 惩罚； 罚金
pencil	n. 铅笔
penetrate	vt. 透入， 渗入， 进入； 刺穿； 洞察， 了解
penny	n. （英）便士；（美）分
pension	n. 养老金，抚恤金 vt. 发给…养老金
people	n. 人；人民，民族
pepper	n. 胡椒，胡椒粉 vt. 在…上撒； 使布满
per	prep. 每， 每一
perceive	vt. 感知， 感觉， 察觉； 认识到， 意识到； 理解
percent	adj. 百分之…
percentage	n. 百分比， 百分率
perception	n. 感知， 觉察； 认识， 观念， 看法
perfect	adj. 完美的；完全的
perform	vt. 做， 履行， 完成； 表演， 演出； 工作情况， 表现
performance	n. 演出； 执行， 完成； 工作情况， 表现； 工作性能
perhaps	adv. 也许，可能，多半
period	n. 时期；学时；句号
permanent	adj. 永久的， 固定的
permission	n. 允许， 许可， 准许
permit	v. 允许 n. 执照
persist	v. 坚持，固执；持续
persistence	n. 坚持不懈
persistent	adj. 坚持的， 不屈不挠的； 持续不断的； 反复出现的
person	n. 人；人身；本人
personal	adj. 个人的；本人的
personality	n. 人格， 个性； 人物， 名人
personnel	n. 全体人员，全体职员
perspective	n. 视角， 观点； 远景， 景观； 透视画法， 透视图
persuade	v. 说服
persuasion	n. 劝说
persuasive	adj. 劝诱的； 有说服力的
pessimistic	adj. 悲观的；厌世的
pet	n. 爱畜；宠儿
petrol	n. （英）汽油
petroleum	n. 石油
phase	n. 阶段； 方面； 相， 相位
phenomenon	n. 现象
philosopher	n. 哲学家， 哲人
philosophy	n. 哲学， 哲理， 人生哲学
phone	n. 电话，电话机
photo	n. 照片，相片
photograph	n. 照片，相片
phrase	n. 短语；习惯用语
physical	adj. 身体的； 物理的； 物质的， 有形的
physician	n. 医生，内科医生
physicist	n. 物理学家
physics	n. 物理，物理学
piano	n. 钢琴
pick	n. 镐，鹤嘴锄
picky	adj. 挑剔的
picnic	n. 郊游，野餐 v. 野餐
picture	n. 画，图片 v. 画
pie	n. （西点）馅饼
piece	n. 块；碎片 v. 拼合
pierce	vt. 刺穿， 穿孔于
pig	n. 猪，小猪，野猪
pigeon	n. 鸽子
pile	n. 堆 v. 堆叠，累积
pill	n. 药丸，丸剂
pillar	n. 柱， 柱子； 栋梁
pillow	n. 枕头
pilot	adj. 试验性的， 试点的 n. 引航员；飞行员 vt. 驾驶；为引航；试验，试用
pin	n. 针，饰针 v. 别住
pinch	vt. 捏，拧 n. 撮， 微量
pine	vi. 消瘦， 衰弱； 痛苦， 悲哀； 渴望 n. 松树，松木
pink	n. 粉红色 adj. 粉红色的
pint	n. 品脱
pioneer	n. 拓荒者；先驱者
pipe	n. 管子，导管；烟斗
pit	n. 地洞，坑；煤矿，矿井 vt. 使有坑
pitch	vi. 投， 掷； 架设， 搭， 营； 颠簸 n. 球场；程度，强度；高度；音高；沥青 vt. 投掷；使猛然倒下；表达；把…定于特定程度；定调
pity	n. 遗憾；怜悯 v. 同情
place	n. 地方，地点；住所
plague	v. 使困扰
plain	n. 平原 adj. 清楚的
plan	n. 计划，打算 v. 计划；打算
plane	n. 飞机；平面
planet	n. 行星
plant	n. 植物；工厂 v. 栽种
plantation	n. 种植园， 人工林
plastic	adj. 塑料的；可塑的 n. 塑料， 塑料制品； 信用卡
plate	n. 盘 v. 电镀
platform	n. 平台， 站台， 讲台； 纲领， 宣言
play	v. 玩，游戏；演奏
player	n. 游戏的人；比赛者
playground	n. 操场，运动场
pleasant	adj. 令人愉快的，舒适的
please	v. 使高兴，请满意
pleasure	n. 愉快，快乐；乐事
pledge	n. 保证，誓言 vt. 保证， 许诺
plentiful	adj. 丰富的， 充足的； 大量的
plenty	pron. 丰富，充足，大量
plot	v. 密谋， 计划； 绘制…的平面图， 在图上标绘…的位置 n. 故事情节；计划，密谋；小块土地
plough	n. 犁 v. 犁，耕
plug	n. 插头，插座；塞子，栓 vt. 把…塞住， 用…塞住
plunge	n&v. 纵身投入， 猛冲； 猛跌
plural	adj. 复数的 n. 复数
pluralism	n. 多重性； 兼职， 兼任
plus	adj. 表示加的；正的 prep. 加，加上 n. 加号， 正号
pocket	n. 衣袋 adj. 袖珍的
poem	n. 诗，韵文，诗体文
poet	n. 诗人
poetry	n. 诗， 诗歌， 诗集
point	n. 点；要点；细目；分
pointless	adj. 无意义的
poison	n. 毒，毒药 vt. 毒害
poisonous	adj. 有毒的； 恶毒的
pole	n. 杆； 极， 磁极， 电极
police	n. 警察；警察当局
policeman	n. 警察
policy	n. 政策， 方针； 保险单
polish	vt. 磨光；修改，润色，使优美 n. 擦光剂
polite	adj. 有礼貌的；有教养的
political	adj. 政治的，政治上的
politician	n. 政治家， 政客
politics	n. 政治， 政治学； 政纲， 政见
poll	n. 民意测验；政治选举，大选 vt. 对…进行民意测验； 获得
pollute	vt. 弄脏， 污染； 腐蚀
pollution	n. 污染， 污染物
pond	n. 池塘
pool	n. 游泳池；水塘，水池
poor	adj. 贫穷的；贫乏的
pop	n. 流行音乐，流行歌曲
popular	adj. 流行的；民众的
popularity	n. 普及， 流行； 声望
popularize	vt. 普及
population	n. 人口；全体居民
pork	n. 猪肉
port	n. 港，港口
portable	adj. 便于携带的， 手提式的
porter	n. 搬运工人； 看门人， 大楼管理员
portion	n. 一部分，一份 vt. 分配， 把…分给
portrait	n. 肖像， 画像
pose	vi. 摆姿势；假装，装腔作势 vt. 使摆好姿势；造成，引起；提出，陈述 n. 样子， 姿势
position	n. 姿势；位置；职位
positive	adj. 确实的， 明确的； 积极的， 肯定的
possess	v. 占用，拥有（财产）
possession	n. 有， 所有； 所有物
possibility	n. 可能； 可能的事
possible	adj. 可能的；可能存在的
possibly	adv. 可能地；也许
post	n. 柱，桩，杆 v. 贴出
postage	n. 邮费， 邮资
postgraduate	n. 研究生
postman	n. 邮递员
postpone	v. 延迟，推迟，延缓
pot	n. 锅；壶，罐，盆
potato	n. 马铃薯，土豆
potential	adj. 潜在的，可能的 n. 潜力， 潜能
pound	n. 磅；英磅
pour	v. 灌， 倒； 倾泻
poverty	n. 贫穷， 贫困
powder	n. 粉末；药粉；火药
power	n. 能力；力；权；幂
powerful	adj. 强大的， 有力的， 有权的； 强壮的， 强健的
practical	adj. 实践的；实用的
practically	adv. 几乎， 简直； 实际上
practice	n. 练习；实践；业务
practise	v. 练习，实习，训练
praise	n. 赞扬，赞美 v. 赞扬
pray	v. 祈祷， 祈求； 请求， 恳求
prayer	n. 祷告， 祈祷； 祷文； 祈求， 祈望
precaution	n. 预防； 防备， 警惕
preceding	adj. 在前的， 在先的， 前面的
precious	adj. 珍贵的， 宝贵的
precise	adj. 精确的， 准确的； 严谨的
